19010224	-150
19010225	-44
19010226	-78
19010227	-6
19010228	-44
19010301	-89
19010302	-106
19010303	-72
19010304	-6
19010305	0
19010306	11
19010307	22
19010308	-33
19010309	-17
19010310	39
19010311	28
19010312	17
19010313	39
19010314	28
19010315	17
19010316	17
19010317	22
19010318	0
19010319	-22
19010320	-17
19010321	-33
19010322	22
19010323	33
19010324	28
19010325	-89
19010326	-67
19010327	-67
19010328	-28
19010329	-28
19010330	-33
19010331	-17
19010401	28
19010402	44
19010403	72
19010404	39
19010405	11
19010406	33
19010407	44
19010408	61
19010409	33
19010410	39
19010411	56
19010412	28
19010413	44
19010414	22
19010415	-6
19010416	22
19010417	39
19010418	17
19010419	39
19010420	56
19010421	78
19010422	72
19010423	117
19010424	83
19010425	100
19010426	128
19010427	139
19010428	167
19010429	178
19010430	172
19010501	161
19010502	172
19010503	128
19010504	39
19010505	-6
19010506	11
19010507	22
19010508	83
19010509	139
19010510	189
19010511	228
19010512	217
19010513	228
19010514	239
19010515	172
19010516	128
19010517	72
19010518	67
19010519	100
19010520	100
19010521	128
19010522	167
19010523	200
19010524	133
19010525	139
19010526	133
19010527	133
19010528	178
19010529	139
19010530	133
19010531	161
19010601	161
19010602	156
19010603	178
19010604	167
19010605	217
19010606	217
19010607	239
19010608	256
19010609	267
19010610	222
19010611	217
19010612	128
19010613	144
19010614	106
19010615	183
19010616	167
19010617	161
19010618	217
19010619	206
19010620	189
19010621	228
19010622	233
19010623	267
19010624	261
19010625	239
19010626	239
19010627	178
19010628	144
19010629	178
19010630	178
19010701	167
19010702	189
19010703	167
19010704	183
19010705	206
19010706	239
19010707	256
19010708	156
19010709	233
19010710	267
19010711	283
19010712	272
19010713	267
19010714	233
19010715	244
19010716	300
19010717	228
19010718	261
19010719	267
19010720	289
19010721	306
19010722	294
19010723	283
19010724	278
19010725	289
19010726	289
19010727	267
19010728	289
19010729	278
19010730	244
19010731	233
19010801	233
19010802	256
19010803	183
19010804	222
19010805	211
19010806	200
19010807	183
19010808	200
19010809	194
19010810	239
19010811	256
19010812	267
19010813	278
19010814	261
19010815	272
19010816	272
19010817	283
19010818	211
19010819	217
19010820	183
19010821	183
19010822	183
19010823	178
19010824	144
19010825	144
19010826	172
19010827	222
19010828	156
19010829	117
19010830	139
19010831	150
19010901	100
19010902	111
19010903	117
19010904	128
19010905	128
19010906	122
19010907	144
19010908	167
19010909	172
19010910	167
19010911	167
19010912	161
19010913	128
19010914	156
19010915	122
19010916	128
19010917	172
19010918	150
19010919	150
19010920	172
19010921	172
19010922	161
19010923	183
19010924	211
19010925	200
19010926	167
19010927	189
19010928	144
19010929	150
19010930	178
19011001	156
19011002	150
19011003	139
19011004	133
19011005	156
19011006	139
19011007	117
19011008	72
19011009	106
19011010	128
19011011	117
19011012	94
19011013	94
19011014	100
19011015	72
19011016	94
19011017	94
19011018	94
19011019	83
19011020	72
19011021	83
19011022	94
19011023	94
19011024	83
19011025	100
19011026	72
19011027	89
19011028	111
19011029	111
19011030	67
19011031	56
19011101	67
19011102	78
19011103	83
19011104	11
19011105	56
19011106	56
19011107	17
19011108	6
19011109	-11
19011110	0
19011111	-44
19011112	-44
19011113	-56
19011114	-44
19011115	-44
19011116	-39
19011117	-6
19011118	-122
19011119	-39
19011120	-11
19011121	-33
19011122	-39
19011123	-6
19011124	-78
19011125	11
19011126	17
19011127	11
19011128	-17
19011129	-56
19011130	-150
19011201	-100
19011202	-17
19011203	-44
19011204	-100
19011205	-11
19011206	11
19011207	11
19011208	11
19011209	-22
19011210	-111
19011211	-106
19011212	-106
19011213	-139
19011214	-106
19011215	-83
19011216	-83
19011217	-94
19011218	-100
19011219	-44
19011220	-39
19011221	-28
19011222	-33
19011223	-178
19011224	-156
19011225	-128
19011226	-144
19011227	-106
19011228	-106
19011229	-39
19011230	-17
19011231	-6
19010101	-139
19010102	-33
19010103	-33
19010104	-17
19010105	0
19010106	-11
19010107	-11
19010108	39
19010109	-11
19010110	-11
19010111	-11
19010112	-11
19010113	-11
19010114	-28
19010115	-33
19010116	-17
19010117	-39
19010118	-56
19010119	6
19010120	6
19010121	-22
19010122	0
19010123	22
19010124	33
19010125	22
19010126	11
19010127	-11
19010128	-28
19010129	-22
19010130	-39
19010131	-17
19010201	-6
19010202	-61
19010203	-56
19010204	-6
19010205	0
19010206	-28
19010207	-44
19010208	-28
19010209	0
19010210	-78
19010211	-144
19010212	-122
19010213	-122
19010214	-128
19010215	-178
19010216	-50
19010217	-89
19010218	-78
19010219	-89
19010220	-72
19010221	-39
19010222	-72
19010223	-6
19010224	-133
19010225	-22
19010226	-67
19010227	6
19010228	6
19010301	-78
19010302	-94
19010303	-89
19010304	-6
19010305	6
19010306	6
19010307	11
19010308	-22
19010309	-11
19010310	28
19010311	17
19010312	22
19010313	28
19010314	33
19010315	33
19010316	6
19010317	22
19010318	22
19010319	6
19010320	6
19010321	-17
19010322	22
19010323	44
19010324	11
19010325	-83
19010326	-56
19010327	-50
19010328	-22
19010329	-17
19010330	-22
19010331	-17
19010401	28
19010402	39
19010403	61
19010404	33
19010405	11
19010406	22
19010407	50
19010408	56
19010409	28
19010410	44
19010411	44
19010412	50
19010413	39
19010414	22
19010415	0
19010416	17
19010417	44
19010418	28
19010419	50
19010420	72
19010421	67
19010422	56
19010423	83
19010424	100
19010425	106
19010426	133
19010427	144
19010428	172
19010429	194
19010430	194
19010501	161
19010502	150
19010503	111
19010504	61
19010505	22
19010506	50
19010507	33
19010508	94
19010509	139
19010510	189
19010511	233
19010512	256
19010513	206
19010514	217
19010515	200
19010516	156
19010517	67
19010518	50
19010519	122
19010520	106
19010521	139
19010522	161
19010523	206
19010524	156
19010525	172
19010526	150
19010527	156
19010528	189
19010529	189
19010530	156
19010531	161
19010601	161
19010602	167
19010603	183
19010604	200
19010605	217
19010606	228
19010607	233
19010608	250
19010609	239
19010610	211
19010611	178
19010612	128
19010613	128
19010614	111
19010615	167
19010616	133
19010617	194
19010618	211
19010619	167
19010620	172
19010621	200
19010622	239
19010623	278
19010624	267
19010625	261
19010626	239
19010627	167
19010628	172
19010629	183
19010630	189
19010701	161
19010702	189
19010703	167
19010704	194
19010705	222
19010706	256
19010707	261
19010708	178
19010709	267
19010710	283
19010711	256
19010712	289
19010713	267
19010714	250
19010715	278
19010716	278
19010717	244
19010718	278
19010719	278
19010720	311
19010721	311
19010722	317
19010723	283
19010724	244
19010725	278
19010726	278
19010727	278
19010728	300
19010729	267
19010730	261
19010731	256
19010801	256
19010802	261
19010803	211
19010804	211
19010805	200
19010806	206
19010807	200
19010808	217
19010809	211
19010810	239
19010811	239
19010812	261
19010813	283
19010814	278
19010815	267
19010816	267
19010817	267
19010818	222
19010819	211
19010820	183
19010821	206
19010822	194
19010823	189
19010824	161
19010825	161
19010826	183
19010827	211
19010828	172
19010829	156
19010830	189
19010831	172
19010901	111
19010902	117
19010903	111
19010904	128
19010905	122
19010906	139
19010907	156
19010908	161
19010909	172
19010910	172
19010911	178
19010912	172
19010913	172
19010914	161
19010915	128
19010916	133
19010917	156
19010918	144
19010919	156
19010920	172
19010921	172
19010922	172
19010923	194
19010924	211
19010925	200
19010926	172
19010927	183
19010928	167
19010929	167
19010930	172
19011001	122
19011002	128
19011003	133
19011004	144
19011005	156
19011006	139
19011007	117
19011008	89
19011009	106
19011010	122
19011011	117
19011012	94
19011013	117
19011014	83
19011015	83
19011016	106
19011017	94
19011018	94
19011019	89
19011020	78
19011021	94
19011022	94
19011023	94
19011024	100
19011025	100
19011026	89
19011027	94
19011028	106
19011029	111
19011030	61
19011031	72
19011101	89
19011102	78
19011103	78
19011104	28
19011105	67
19011106	56
19011107	22
19011108	0
19011109	-11
19011110	17
19011111	-28
19011112	-28
19011113	-67
19011114	-39
19011115	33
19011116	-17
19011117	0
19011118	-28
19011119	-11
19011120	0
19011121	-28
19011122	-28
19011123	11
19011124	-33
19011125	22
19011126	22
19011127	17
19011128	-28
19011129	-44
19011130	-100
19011201	-72
19011202	-22
19011203	-28
19011204	-106
19011205	-6
19011206	11
19011207	28
19011208	17
19011209	-6
19011210	-100
19011211	-100
19011212	-100
19011213	-133
19011214	-111
19011215	-83
19011216	-67
19011217	-67
19011218	-78
19011219	-39
19011220	-17
19011221	-11
19011222	-28
19011223	-156
19011224	-122
19011225	-106
19011226	-94
19011227	-94
19011228	-111
19011229	-22
19011230	-6
19011231	0
19010101	-72
19010102	-11
19010103	-22
19010104	-17
19010105	11
19010106	0
19010107	-6
19010108	-11
19010109	6
19010110	11
19010111	-11
19010112	11
19010113	17
19010114	6
19010115	-11
19010116	11
19010117	0
19010118	-11
19010119	11
19010120	22
19010121	6
19010122	44
19010123	39
19010124	33
19010125	28
19010126	22
19010127	-6
19010128	-11
19010129	-22
19010130	-6
19010131	-22
19010201	17
19010202	-33
19010203	0
19010204	6
19010205	17
19010206	-11
19010207	-17
19010208	0
19010209	11
19010210	-28
19010211	-83
19010212	-72
19010213	-56
19010214	-50
19010215	-78
19010216	-11
19010217	-44
19010218	-50
19010219	-50
19010220	-39
19010221	-17
19010222	-33
19010223	0
19010224	-78
19010225	-11
19010226	-6
19010227	6
19010228	-6
19010301	-56
19010302	-56
19010303	-61
19010304	-6
19010305	11
19010306	11
19010307	17
19010308	-6
19010309	0
19010310	28
19010311	22
19010312	11
19010313	17
19010314	22
19010315	22
19010316	17
19010317	6
19010318	-6
19010319	-11
19010320	-6
19010321	-22
19010322	0
19010323	33
19010324	6
19010325	-56
19010326	-50
19010327	-39
19010328	-22
19010329	-28
19010330	-22
19010331	11
19010401	28
19010402	39
19010403	28
19010404	28
19010405	28
19010406	11
19010407	28
19010408	39
19010409	28
19010410	33
19010411	28
19010412	28
19010413	22
19010414	22
19010415	-11
19010416	28
19010417	6
19010418	22
19010419	44
19010420	39
19010421	6
19010422	28
19010423	44
19010424	33
19010425	28
19010426	33
19010427	44
19010428	50
19010429	94
19010430	111
19010501	72
19010502	167
19010503	72
19010504	33
19010505	6
19010506	28
19010507	11
19010508	33
19010509	39
19010510	56
19010511	89
19010512	144
19010513	117
19010514	111
19010515	122
19010516	67
19010517	33
19010518	28
19010519	67
19010520	50
19010521	78
19010522	83
19010523	128
19010524	83
19010525	94
19010526	117
19010527	106
19010528	111
19010529	100
19010530	100
19010531	106
19010601	106
19010602	111
19010603	111
19010604	111
19010605	111
19010606	189
19010607	139
19010608	139
19010609	172
19010610	117
19010611	133
19010612	94
19010613	94
19010614	89
19010615	117
19010616	111
19010617	106
19010618	122
19010619	128
19010620	117
19010621	161
19010622	156
19010623	178
19010624	156
19010625	172
19010626	172
19010627	128
19010628	156
19010629	156
19010630	150
19010701	144
19010702	144
19010703	133
19010704	133
19010705	144
19010706	167
19010707	161
19010708	156
19010709	156
19010710	200
19010711	189
19010712	189
19010713	228
19010714	183
19010715	178
19010716	172
19010717	183
19010718	250
19010719	244
19010720	294
19010721	261
19010722	272
19010723	250
19010724	222
19010725	217
19010726	217
19010727	244
19010728	222
19010729	228
19010730	211
19010731	217
19010801	194
19010802	222
19010803	200
19010804	189
19010805	183
19010806	178
19010807	206
19010808	183
19010809	178
19010810	217
19010811	217
19010812	228
19010813	244
19010814	206
19010815	206
19010816	228
19010817	228
19010818	183
19010819	194
19010820	228
19010821	172
19010822	178
19010823	172
19010824	150
19010825	156
19010826	178
19010827	178
19010828	161
19010829	189
19010830	144
19010831	156
19010901	144
19010902	111
19010903	106
19010904	122
19010905	117
19010906	128
19010907	139
19010908	133
19010909	172
19010910	144
19010911	150
19010912	150
19010913	161
19010914	144
19010915	133
19010916	150
19010917	144
19010918	144
19010919	161
19010920	150
19010921	150
19010922	150
19010923	156
19010924	172
19010925	161
19010926	167
19010927	156
19010928	161
19010929	156
19010930	156
19011001	139
19011002	139
19011003	139
19011004	150
19011005	144
19011006	133
19011007	133
19011008	117
19011009	106
19011010	122
19011011	117
19011012	111
19011013	100
19011014	100
19011015	100
19011016	111
19011017	111
19011018	100
19011019	106
19011020	100
19011021	100
19011022	106
19011023	94
19011024	100
19011025	100
19011026	100
19011027	100
19011028	106
19011029	106
19011030	78
19011031	72
19011101	72
19011102	67
19011103	78
19011104	67
19011105	67
19011106	72
19011107	50
19011108	44
19011109	28
19011110	39
19011111	33
19011112	0
19011113	0
19011114	6
19011115	17
19011116	-6
19011117	28
19011118	0
19011119	50
19011120	28
19011121	-11
19011122	-6
19011123	17
19011124	6
19011125	33
19011126	39
19011127	28
19011128	22
19011129	-11
19011130	-22
19011201	-11
19011202	17
19011203	11
19011204	-28
19011205	28
19011206	28
19011207	39
19011208	28
19011209	11
19011210	-33
19011211	-56
19011212	-33
19011213	-33
19011214	-44
19011215	-44
19011216	-33
19011217	-28
19011218	6
19011219	6
19011220	11
19011221	11
19011222	0
19011223	-28
19011224	-56
19011225	-67
19011226	-50
19011227	-28
19011228	-22
19011229	22
19011230	22
19011231	28
19010101	-156
19010102	-139
19010103	-39
19010104	-50
19010105	-6
19010106	17
19010107	-22
19010108	-50
19010109	-72
19010110	-33
19010111	-17
19010112	-17
19010113	-11
19010114	-28
19010115	-50
19010116	-6
19010117	6
19010118	-56
19010119	-78
19010120	-6
19010121	-28
19010122	-22
19010123	6
19010124	-17
19010125	-6
19010126	11
19010127	-6
19010128	-17
19010129	0
19010130	-67
19010131	-33
19010201	-39
19010202	-33
19010203	-83
19010204	-67
19010205	-22
19010206	-22
19010207	-67
19010208	-100
19010209	-33
19010210	-133
19010211	-183
19010212	-167
19010213	-167
19010214	-167
19010215	-150
19010216	-161
19010217	-117
19010218	-117
19010219	-139
19010220	-139
19010221	-78
19010222	-67
19010223	-128
19010224	-72
19010225	-167
19010226	-117
19010227	-61
19010228	-61
19010301	-94
19010302	-78
19010303	-22
19010304	-22
19010305	-44
19010306	-44
19010307	-56
19010308	-67
19010309	-50
19010310	22
19010311	11
19010312	0
19010313	33
19010314	6
19010315	11
19010316	6
19010317	-6
19010318	6
19010319	6
19010320	-6
19010321	-22
19010322	0
19010323	33
19010324	50
19010325	-94
19010326	-67
19010327	-50
19010328	-33
19010329	-22
19010330	-6
19010331	-6
19010401	33
19010402	28
19010403	28
19010404	11
19010405	17
19010406	28
19010407	33
19010408	33
19010409	33
19010410	28
19010411	39
19010412	50
19010413	33
19010414	-11
19010415	-33
19010416	6
19010417	78
19010418	100
19010419	50
19010420	61
19010421	67
19010422	67
19010423	39
19010424	22
19010425	72
19010426	106
19010427	144
19010428	172
19010429	161
19010430	78
19010501	117
19010502	172
19010503	133
19010504	33
19010505	-6
19010506	-28
19010507	-11
19010508	39
19010509	89
19010510	150
19010511	178
19010512	222
19010513	222
19010514	222
19010515	167
19010516	167
19010517	144
19010518	94
19010519	83
19010520	100
19010521	106
19010522	167
19010523	211
19010524	133
19010525	128
19010526	133
19010527	50
19010528	122
19010529	117
19010530	89
19010531	72
19010601	106
19010602	183
19010603	156
19010604	194
19010605	211
19010606	206
19010607	222
19010608	256
19010609	250
19010610	267
19010611	239
19010612	183
19010613	133
19010614	128
19010615	133
19010616	150
19010617	206
19010618	217
19010619	217
19010620	222
19010621	217
19010622	233
19010623	250
19010624	256
19010625	244
19010626	278
19010627	194
19010628	167
19010629	167
19010630	144
19010701	156
19010702	150
19010703	106
19010704	100
19010705	106
19010706	156
19010707	172
19010708	222
19010709	200
19010710	217
19010711	261
19010712	239
19010713	233
19010714	261
19010715	267
19010716	256
19010717	278
19010718	244
19010719	256
19010720	250
19010721	272
19010722	222
19010723	256
19010724	272
19010725	283
19010726	306
19010727	306
19010728	306
19010729	294
19010730	267
19010731	267
19010801	194
19010802	233
19010803	233
19010804	200
19010805	217
19010806	178
19010807	206
19010808	156
19010809	178
19010810	172
19010811	206
19010812	256
19010813	222
19010814	250
19010815	272
19010816	278
19010817	261
19010818	272
19010819	250
19010820	189
19010821	167
19010822	167
19010823	178
19010824	178
19010825	183
19010826	183
19010827	172
19010828	194
19010829	133
19010830	150
19010831	139
19010901	106
19010902	94
19010903	94
19010904	94
19010905	106
19010906	128
19010907	167
19010908	172
19010909	178
19010910	189
19010911	172
19010912	178
19010913	156
19010914	156
19010915	172
19010916	144
19010917	133
19010918	122
19010919	144
19010920	150
19010921	161
19010922	161
19010923	172
19010924	178
19010925	206
19010926	144
19010927	167
19010928	139
19010929	150
19010930	167
19011001	144
19011002	122
19011003	111
19011004	128
19011005	122
19011006	117
19011007	128
19011008	94
19011009	122
19011010	111
19011011	128
19011012	100
19011013	94
19011014	100
19011015	94
19011016	50
19011017	44
19011018	83
19011019	67
19011020	72
19011021	83
19011022	78
19011023	83
19011024	61
19011025	94
19011026	72
19011027	72
19011028	100
19011029	67
19011030	44
19011031	-6
19011101	11
19011102	39
19011103	33
19011104	-22
19011105	44
19011106	22
19011107	22
19011108	-11
19011109	-6
19011110	-78
19011111	-83
19011112	-33
19011113	-44
19011114	-72
19011115	-11
19011116	-61
19011117	-6
19011118	-50
19011119	-122
19011120	-78
19011121	-78
19011122	-67
19011123	-117
19011124	-139
19011125	-17
19011126	-6
19011127	6
19011128	0
19011129	-100
19011130	-94
19011201	-206
19011202	-122
19011203	-100
19011204	-161
19011205	-117
19011206	-111
19011207	-67
19011208	-56
19011209	-83
19011210	-128
19011211	-106
19011212	-117
19011213	-89
19011214	-117
19011215	-94
19011216	-100
19011217	-133
19011218	-167
19011219	-94
19011220	-72
19011221	-56
19011222	-56
19011223	-128
19011224	-256
19011225	-239
19011226	-278
19011227	-156
19011228	-150
19011229	-150
19011230	-122
19011231	-139
19020101	-94
19020102	-161
19020103	-150
19020104	-94
19020105	-61
19020106	-117
19020107	-11
19020108	-17
19020109	-61
19020110	-67
19020111	-89
19020112	-100
19020113	-78
19020114	-122
19020115	-78
19020116	-11
19020117	-44
19020118	-128
19020119	-106
19020120	-94
19020121	-122
19020122	-122
19020123	-22
19020124	-22
19020125	11
19020126	11
19020127	-6
19020128	-17
19020129	-72
19020130	-106
19020131	-128
19020201	22
